Date,Focal Name,Unified Behavior,Percentage,Sex,Social Group
2022-09,Suzie,Grooming,14.84,Female,Sugus
2022-09,Suzie,Human Interaction,0.78,Female,Sugus
2022-09,Suzie,Inactivity,44.53,Female,Sugus
2022-09,Suzie,Locomotion,7.03,Female,Sugus
2022-09,Suzie,Self directed,14.84,Female,Sugus
2022-09,Suzie,Socio Sexual,3.12,Female,Sugus
2022-09,Tico,Abnormal,0.19,Male,Bilinga
2022-09,Tico,Agonistic,0.19,Male,Bilinga
2022-09,Tico,Alimentation,9.23,Male,Bilinga
2022-09,Tico,Human Interaction,1.13,Male,Bilinga
2022-09,Tico,Inactivity,72.5,Male,Bilinga
2022-09,Tico,Locomotion,4.71,Male,Bilinga
2022-09,Tico,Manipulation,1.32,Male,Bilinga
2022-09,Tico,Self directed,10.55,Male,Bilinga
2022-09,Tico,Solitary Play,0.19,Male,Bilinga
2022-09,Tom,Affiliative,1.07,Male,Bilinga
2022-09,Tom,Alimentation,8.12,Male,Bilinga
2022-09,Tom,Grooming,1.71,Male,Bilinga
2022-09,Tom,Human Interaction,1.07,Male,Bilinga
2022-09,Tom,Inactivity,75.43,Male,Bilinga
2022-09,Tom,Locomotion,5.98,Male,Bilinga
2022-09,Tom,Manipulation,1.28,Male,Bilinga
2022-09,Tom,Self directed,4.27,Male,Bilinga
2022-09,Tom,Social Play,1.07,Male,Bilinga
2022-09,Victor,Abnormal,1.43,Male,Bilinga
2022-09,Victor,Affiliative,0.41,Male,Bilinga
2022-09,Victor,Alimentation,5.92,Male,Bilinga
2022-09,Victor,Inactivity,75.71,Male,Bilinga
2022-09,Victor,Locomotion,9.8,Male,Bilinga
2022-09,Victor,Manipulation,4.49,Male,Bilinga
2022-09,Victor,Self directed,1.22,Male,Bilinga
2022-09,Victor,Social Play,1.02,Male,Bilinga
2022-09,Waty,Abnormal,2.26,Female,Mutamba
2022-09,Waty,Affiliative,7.91,Female,Mutamba
2022-09,Waty,Alimentation,1.41,Female,Mutamba
2022-09,Waty,Grooming,46.61,Female,Mutamba
2022-09,Waty,Human Interaction,0.28,Female,Mutamba
2022-09,Waty,Inactivity,29.1,Female,Mutamba
2022-09,Waty,Locomotion,5.37,Female,Mutamba
2022-09,Waty,Manipulation,1.13,Female,Mutamba
2022-09,Waty,Self directed,5.37,Female,Mutamba
2022-09,Waty,Social Play,0.28,Female,Mutamba
2022-09,Waty,Socio Sexual,0.28,Female,Mutamba
2022-10,Africa,Abnormal,7.62,Female,Mutamba
2022-10,Africa,Affiliative,4.62,Female,Mutamba
2022-10,Africa,Agonistic,0.92,Female,Mutamba
2022-10,Africa,Alimentation,10.16,Female,Mutamba
2022-10,Africa,Grooming,19.63,Female,Mutamba
2022-10,Africa,Human Interaction,0.23,Female,Mutamba
2022-10,Africa,Inactivity,50.35,Female,Mutamba
2022-10,Africa,Locomotion,3.23,Female,Mutamba
2022-10,Africa,Self directed,3.23,Female,Mutamba
2022-10,Bongo,Affiliative,1.56,Male,Mutamba
2022-10,Bongo,Agonistic,1.78,Male,Mutamba
2022-10,Bongo,Alimentation,8.44,Male,Mutamba
2022-10,Bongo,Grooming,16.22,Male,Mutamba
2022-10,Bongo,Inactivity,52.89,Male,Mutamba
2022-10,Bongo,Locomotion,17.33,Male,Mutamba
2022-10,Bongo,Manipulation,0.22,Male,Mutamba
2022-10,Bongo,Self directed,1.33,Male,Mutamba
2022-10,Bongo,Socio Sexual,0.22,Male,Mutamba
2022-10,Cheeta,Abnormal,1.43,Female,Bilinga
2022-10,Cheeta,Alimentation,23.5,Female,Bilinga
2022-10,Cheeta,Grooming,1.72,Female,Bilinga
2022-10,Cheeta,Human Interaction,0.29,Female,Bilinga
2022-10,Cheeta,Inactivity,61.89,Female,Bilinga
2022-10,Cheeta,Locomotion,6.59,Female,Bilinga
2022-10,Cheeta,Manipulation,0.57,Female,Bilinga
2022-10,Cheeta,Self directed,4.01,Female,Bilinga
2022-10,Coco,Abnormal,4.86,Female,Bilinga
2022-10,Coco,Affiliative,0.35,Female,Bilinga
2022-10,Coco,Alimentation,16.67,Female,Bilinga
2022-10,Coco,Grooming,4.17,Female,Bilinga
2022-10,Coco,Human Interaction,1.04,Female,Bilinga
2022-10,Coco,Inactivity,62.85,Female,Bilinga
2022-10,Coco,Locomotion,8.68,Female,Bilinga
2022-10,Coco,Manipulation,0.69,Female,Bilinga
2022-10,Coco,Self directed,0.69,Female,Bilinga
2022-10,Juanito,Abnormal,2.88,Male,Mutamba
2022-10,Juanito,Affiliative,3.54,Male,Mutamba
2022-10,Juanito,Agonistic,0.44,Male,Mutamba
2022-10,Juanito,Alimentation,9.96,Male,Mutamba
2022-10,Juanito,Grooming,34.73,Male,Mutamba
2022-10,Juanito,Inactivity,41.15,Male,Mutamba
2022-10,Juanito,Locomotion,3.98,Male,Mutamba
2022-10,Juanito,Manipulation,0.22,Male,Mutamba
2022-10,Juanito,Self directed,2.88,Male,Mutamba
2022-10,Juanito,Socio Sexual,0.22,Male,Mutamba
2022-10,Marco,Abnormal,0.25,Male,Mutamba
2022-10,Marco,Affiliative,1.23,Male,Mutamba
2022-10,Marco,Agonistic,0.49,Male,Mutamba
2022-10,Marco,Alimentation,14.5,Male,Mutamba
2022-10,Marco,Grooming,3.19,Male,Mutamba
2022-10,Marco,Human Interaction,0.25,Male,Mutamba
2022-10,Marco,Inactivity,62.16,Male,Mutamba
2022-10,Marco,Locomotion,14.99,Male,Mutamba
2022-10,Marco,Manipulation,0.74,Male,Mutamba
2022-10,Marco,Self directed,1.97,Male,Mutamba
2022-10,Marco,Social Play,0.25,Male,Mutamba
2022-10,Nico,Locomotion,100.0,Male,Bilinga
2022-10,Tico,Abnormal,0.27,Male,Bilinga
2022-10,Tico,Alimentation,10.22,Male,Bilinga
2022-10,Tico,Human Interaction,1.08,Male,Bilinga
2022-10,Tico,Inactivity,75.0,Male,Bilinga
2022-10,Tico,Locomotion,3.76,Male,Bilinga
2022-10,Tico,Manipulation,1.08,Male,Bilinga
2022-10,Tico,Self directed,8.6,Male,Bilinga
2022-10,Tom,Abnormal,1.69,Male,Bilinga
2022-10,Tom,Affiliative,0.84,Male,Bilinga
2022-10,Tom,Agonistic,0.56,Male,Bilinga
2022-10,Tom,Alimentation,20.51,Male,Bilinga
2022-10,Tom,Grooming,1.97,Male,Bilinga
2022-10,Tom,Human Interaction,2.53,Male,Bilinga
2022-10,Tom,Inactivity,60.96,Male,Bilinga
2022-10,Tom,Locomotion,6.74,Male,Bilinga
2022-10,Tom,Manipulation,0.56,Male,Bilinga
2022-10,Tom,Self directed,3.37,Male,Bilinga
2022-10,Tom,Social Play,0.28,Male,Bilinga
2022-10,Victor,Abnormal,8.25,Male,Bilinga
2022-10,Victor,Affiliative,0.69,Male,Bilinga
2022-10,Victor,Alimentation,22.34,Male,Bilinga
2022-10,Victor,Grooming,1.72,Male,Bilinga
2022-10,Victor,Human Interaction,0.34,Male,Bilinga
2022-10,Victor,Inactivity,51.2,Male,Bilinga
2022-10,Victor,Locomotion,8.93,Male,Bilinga
2022-10,Victor,Manipulation,0.34,Male,Bilinga
2022-10,Victor,Self directed,5.84,Male,Bilinga
2022-10,Victor,Social Play,0.34,Male,Bilinga
2022-10,Waty,Affiliative,7.86,Female,Mutamba
2022-10,Waty,Agonistic,0.44,Female,Mutamba
2022-10,Waty,Alimentation,2.62,Female,Mutamba
2022-10,Waty,Grooming,34.93,Female,Mutamba
2022-10,Waty,Human Interaction,0.22,Female,Mutamba
2022-10,Waty,Inactivity,48.03,Female,Mutamba
2022-10,Waty,Locomotion,3.28,Female,Mutamba
2022-10,Waty,Manipulation,0.22,Female,Mutamba
2022-10,Waty,Self directed,1.75,Female,Mutamba
2022-10,Waty,Social Play,0.22,Female,Mutamba
2022-10,Waty,Socio Sexual,0.44,Female,Mutamba
2022-11,Africa,Abnormal,3.86,Female,Mutamba
2022-11,Africa,Affiliative,1.4,Female,Mutamba
2022-11,Africa,Agonistic,0.13,Female,Mutamba
2022-11,Africa,Alimentation,26.06,Female,Mutamba
2022-11,Africa,Grooming,13.36,Female,Mutamba
2022-11,Africa,Human Interaction,0.13,Female,Mutamba
2022-11,Africa,Inactivity,43.22,Female,Mutamba
2022-11,Africa,Locomotion,6.05,Female,Mutamba
2022-11,Africa,Manipulation,1.4,Female,Mutamba
2022-11,Africa,Self directed,3.19,Female,Mutamba
2022-11,Africa,Social Play,0.07,Female,Mutamba
2022-11,Africa,Socio Sexual,1.13,Female,Mutamba
2022-11,Bongo,Abnormal,0.53,Male,Mutamba
2022-11,Bongo,Affiliative,1.4,Male,Mutamba
2022-11,Bongo,Agonistic,0.27,Male,Mutamba
2022-11,Bongo,Alimentation,24.23,Male,Mutamba
2022-11,Bongo,Grooming,7.08,Male,Mutamba
2022-11,Bongo,Human Interaction,0.8,Male,Mutamba
2022-11,Bongo,Inactivity,46.46,Male,Mutamba
2022-11,Bongo,Locomotion,18.36,Male,Mutamba
2022-11,Bongo,Manipulation,0.13,Male,Mutamba
2022-11,Bongo,Self directed,0.47,Male,Mutamba
2022-11,Bongo,Socio Sexual,0.27,Male,Mutamba
2022-11,Cheeta,Abnormal,3.46,Female,Bilinga
2022-11,Cheeta,Affiliative,0.81,Female,Bilinga
2022-11,Cheeta,Alimentation,29.87,Female,Bilinga
2022-11,Cheeta,Grooming,0.69,Female,Bilinga
2022-11,Cheeta,Human Interaction,1.61,Female,Bilinga
2022-11,Cheeta,Inactivity,53.4,Female,Bilinga
2022-11,Cheeta,Locomotion,6.81,Female,Bilinga
2022-11,Cheeta,Manipulation,0.12,Female,Bilinga
2022-11,Cheeta,Self directed,3.0,Female,Bilinga
2022-11,Cheeta,Socio Sexual,0.23,Female,Bilinga
2022-11,Coco,Abnormal,8.41,Female,Bilinga
2022-11,Coco,Affiliative,1.05,Female,Bilinga
2022-11,Coco,Alimentation,26.28,Female,Bilinga
2022-11,Coco,Grooming,6.04,Female,Bilinga
2022-11,Coco,Human Interaction,4.6,Female,Bilinga
2022-11,Coco,Inactivity,43.5,Female,Bilinga
2022-11,Coco,Locomotion,8.28,Female,Bilinga
2022-11,Coco,Manipulation,0.66,Female,Bilinga
2022-11,Coco,Self directed,0.92,Female,Bilinga
2022-11,Coco,Socio Sexual,0.26,Female,Bilinga
2022-11,Juanito,Abnormal,3.05,Male,Mutamba
2022-11,Juanito,Affiliative,1.76,Male,Mutamba
2022-11,Juanito,Agonistic,0.07,Male,Mutamba
2022-11,Juanito,Alimentation,28.46,Male,Mutamba
2022-11,Juanito,Grooming,22.76,Male,Mutamba
2022-11,Juanito,Human Interaction,0.2,Male,Mutamba
2022-11,Juanito,Inactivity,32.86,Male,Mutamba
2022-11,Juanito,Locomotion,9.01,Male,Mutamba
2022-11,Juanito,Manipulation,0.34,Male,Mutamba
2022-11,Juanito,Self directed,0.61,Male,Mutamba
2022-11,Juanito,Socio Sexual,0.88,Male,Mutamba
2022-11,Marco,Abnormal,0.46,Male,Mutamba
2022-11,Marco,Affiliative,2.1,Male,Mutamba
2022-11,Marco,Agonistic,0.07,Male,Mutamba
2022-11,Marco,Alimentation,34.64,Male,Mutamba
2022-11,Marco,Grooming,7.53,Male,Mutamba
2022-11,Marco,Human Interaction,0.07,Male,Mutamba
2022-11,Marco,Inactivity,42.24,Male,Mutamba
2022-11,Marco,Locomotion,11.33,Male,Mutamba
2022-11,Marco,Manipulation,0.2,Male,Mutamba
2022-11,Marco,Self directed,1.05,Male,Mutamba
2022-11,Marco,Social Play,0.07,Male,Mutamba
2022-11,Marco,Socio Sexual,0.26,Male,Mutamba
2022-11,Tico,Abnormal,0.45,Male,Bilinga
2022-11,Tico,Affiliative,0.11,Male,Bilinga
2022-11,Tico,Alimentation,16.89,Male,Bilinga
2022-11,Tico,Grooming,0.11,Male,Bilinga
2022-11,Tico,Human Interaction,0.91,Male,Bilinga
2022-11,Tico,Inactivity,61.11,Male,Bilinga
2022-11,Tico,Locomotion,6.12,Male,Bilinga
2022-11,Tico,Manipulation,7.37,Male,Bilinga
2022-11,Tico,Self directed,6.92,Male,Bilinga
2022-11,Tom,Abnormal,0.12,Male,Bilinga
2022-11,Tom,Affiliative,1.54,Male,Bilinga
2022-11,Tom,Alimentation,22.13,Male,Bilinga
2022-11,Tom,Grooming,4.85,Male,Bilinga
2022-11,Tom,Human Interaction,4.14,Male,Bilinga
2022-11,Tom,Inactivity,51.36,Male,Bilinga
2022-11,Tom,Locomotion,11.12,Male,Bilinga
2022-11,Tom,Manipulation,0.47,Male,Bilinga
2022-11,Tom,Self directed,3.43,Male,Bilinga
2022-11,Tom,Social Play,0.36,Male,Bilinga
2022-11,Tom,Socio Sexual,0.47,Male,Bilinga
2022-11,Victor,Abnormal,11.16,Male,Bilinga
2022-11,Victor,Affiliative,0.7,Male,Bilinga
2022-11,Victor,Alimentation,29.07,Male,Bilinga
2022-11,Victor,Grooming,0.7,Male,Bilinga
2022-11,Victor,Inactivity,45.23,Male,Bilinga
2022-11,Victor,Locomotion,10.35,Male,Bilinga
2022-11,Victor,Manipulation,0.81,Male,Bilinga
2022-11,Victor,Self directed,1.63,Male,Bilinga
2022-11,Victor,Social Play,0.35,Male,Bilinga
2022-11,Waty,Abnormal,0.51,Female,Mutamba
2022-11,Waty,Affiliative,2.96,Female,Mutamba
2022-11,Waty,Agonistic,0.14,Female,Mutamba
2022-11,Waty,Alimentation,14.75,Female,Mutamba
2022-11,Waty,Grooming,31.6,Female,Mutamba
2022-11,Waty,Human Interaction,1.3,Female,Mutamba
2022-11,Waty,Inactivity,38.18,Female,Mutamba
2022-11,Waty,Locomotion,7.23,Female,Mutamba
2022-11,Waty,Manipulation,1.59,Female,Mutamba
2022-11,Waty,Self directed,1.59,Female,Mutamba
2022-11,Waty,Social Play,0.14,Female,Mutamba
2022-12,Africa,Abnormal,8.38,Female,Mutamba
2022-12,Africa,Affiliative,0.89,Female,Mutamba
2022-12,Africa,Agonistic,0.2,Female,Mutamba
2022-12,Africa,Alimentation,23.77,Female,Mutamba
2022-12,Africa,Grooming,6.61,Female,Mutamba
2022-12,Africa,Inactivity,51.68,Female,Mutamba
2022-12,Africa,Locomotion,5.62,Female,Mutamba
2022-12,Africa,Manipulation,0.79,Female,Mutamba
2022-12,Africa,Self directed,1.78,Female,Mutamba
2022-12,Africa,Socio Sexual,0.3,Female,Mutamba
2022-12,Bongo,Abnormal,1.28,Male,Mutamba
2022-12,Bongo,Affiliative,0.64,Male,Mutamba
2022-12,Bongo,Agonistic,0.32,Male,Mutamba
2022-12,Bongo,Alimentation,30.95,Male,Mutamba
2022-12,Bongo,Grooming,2.99,Male,Mutamba
2022-12,Bongo,Human Interaction,0.85,Male,Mutamba
2022-12,Bongo,Inactivity,47.6,Male,Mutamba
2022-12,Bongo,Locomotion,14.19,Male,Mutamba
2022-12,Bongo,Self directed,1.17,Male,Mutamba
2022-12,Cheeta,Abnormal,0.75,Female,Bilinga
2022-12,Cheeta,Affiliative,0.5,Female,Bilinga
2022-12,Cheeta,Alimentation,43.47,Female,Bilinga
2022-12,Cheeta,Grooming,3.52,Female,Bilinga
2022-12,Cheeta,Human Interaction,3.27,Female,Bilinga
2022-12,Cheeta,Inactivity,39.7,Female,Bilinga
2022-12,Cheeta,Locomotion,7.79,Female,Bilinga
2022-12,Cheeta,Self directed,1.01,Female,Bilinga
2022-12,Coco,Abnormal,12.54,Female,Bilinga
2022-12,Coco,Affiliative,0.58,Female,Bilinga
2022-12,Coco,Alimentation,36.44,Female,Bilinga
2022-12,Coco,Grooming,8.16,Female,Bilinga
2022-12,Coco,Human Interaction,0.87,Female,Bilinga
2022-12,Coco,Inactivity,33.82,Female,Bilinga
2022-12,Coco,Locomotion,6.71,Female,Bilinga
2022-12,Coco,Manipulation,0.29,Female,Bilinga
2022-12,Coco,Self directed,0.58,Female,Bilinga
2022-12,Juanito,Abnormal,1.07,Male,Mutamba
2022-12,Juanito,Affiliative,1.65,Male,Mutamba
2022-12,Juanito,Alimentation,31.01,Male,Mutamba
2022-12,Juanito,Grooming,11.92,Male,Mutamba
2022-12,Juanito,Human Interaction,0.29,Male,Mutamba
2022-12,Juanito,Inactivity,42.73,Male,Mutamba
2022-12,Juanito,Locomotion,8.91,Male,Mutamba
2022-12,Juanito,Manipulation,1.45,Male,Mutamba
2022-12,Juanito,Self directed,0.68,Male,Mutamba
2022-12,Juanito,Socio Sexual,0.29,Male,Mutamba
2022-12,Marco,Abnormal,0.47,Male,Mutamba
2022-12,Marco,Affiliative,0.95,Male,Mutamba
2022-12,Marco,Alimentation,35.23,Male,Mutamba
2022-12,Marco,Grooming,5.7,Male,Mutamba
2022-12,Marco,Human Interaction,0.57,Male,Mutamba
2022-12,Marco,Inactivity,43.97,Male,Mutamba
2022-12,Marco,Locomotion,12.06,Male,Mutamba
2022-12,Marco,Manipulation,0.09,Male,Mutamba
2022-12,Marco,Self directed,0.76,Male,Mutamba
2022-12,Marco,Socio Sexual,0.19,Male,Mutamba
2022-12,Tico,Abnormal,0.4,Male,Bilinga
2022-12,Tico,Alimentation,15.34,Male,Bilinga
2022-12,Tico,Human Interaction,0.4,Male,Bilinga
2022-12,Tico,Inactivity,69.32,Male,Bilinga
2022-12,Tico,Locomotion,4.58,Male,Bilinga
2022-12,Tico,Manipulation,2.39,Male,Bilinga
2022-12,Tico,Self directed,7.57,Male,Bilinga
2022-12,Tom,Abnormal,3.52,Male,Bilinga
2022-12,Tom,Affiliative,0.59,Male,Bilinga
2022-12,Tom,Alimentation,35.78,Male,Bilinga
2022-12,Tom,Grooming,6.74,Male,Bilinga
2022-12,Tom,Human Interaction,4.11,Male,Bilinga
2022-12,Tom,Inactivity,39.3,Male,Bilinga
2022-12,Tom,Locomotion,6.45,Male,Bilinga
2022-12,Tom,Self directed,3.52,Male,Bilinga
2022-12,Victor,Abnormal,12.06,Male,Bilinga
2022-12,Victor,Alimentation,42.65,Male,Bilinga
2022-12,Victor,Grooming,0.29,Male,Bilinga
2022-12,Victor,Inactivity,33.53,Male,Bilinga
2022-12,Victor,Locomotion,10.29,Male,Bilinga
2022-12,Victor,Self directed,1.18,Male,Bilinga
2022-12,Waty,Abnormal,3.54,Female,Mutamba
2022-12,Waty,Affiliative,2.47,Female,Mutamba
2022-12,Waty,Agonistic,0.11,Female,Mutamba
2022-12,Waty,Alimentation,15.65,Female,Mutamba
2022-12,Waty,Grooming,17.26,Female,Mutamba
2022-12,Waty,Human Interaction,0.11,Female,Mutamba
2022-12,Waty,Inactivity,49.62,Female,Mutamba
2022-12,Waty,Locomotion,6.86,Female,Mutamba
2022-12,Waty,Manipulation,1.18,Female,Mutamba
2022-12,Waty,Self directed,2.79,Female,Mutamba
2022-12,Waty,Socio Sexual,0.43,Female,Mutamba
2023-01,Africa,Abnormal,6.63,Female,Mutamba
2023-01,Africa,Affiliative,2.33,Female,Mutamba
2023-01,Africa,Alimentation,33.25,Female,Mutamba
2023-01,Africa,Grooming,7.85,Female,Mutamba
2023-01,Africa,Inactivity,43.93,Female,Mutamba
2023-01,Africa,Locomotion,4.79,Female,Mutamba
2023-01,Africa,Manipulation,0.25,Female,Mutamba
2023-01,Africa,Self directed,0.98,Female,Mutamba
2023-01,Bongo,Abnormal,0.11,Male,Mutamba
2023-01,Bongo,Affiliative,1.46,Male,Mutamba
2023-01,Bongo,Agonistic,0.22,Male,Mutamba
2023-01,Bongo,Alimentation,25.2,Male,Mutamba
2023-01,Bongo,Grooming,6.64,Male,Mutamba
2023-01,Bongo,Human Interaction,0.11,Male,Mutamba
2023-01,Bongo,Inactivity,49.72,Male,Mutamba
2023-01,Bongo,Locomotion,16.2,Male,Mutamba
2023-01,Bongo,Manipulation,0.11,Male,Mutamba
2023-01,Bongo,Self directed,0.22,Male,Mutamba
2023-01,Cheeta,Affiliative,1.36,Female,Bilinga
2023-01,Cheeta,Alimentation,40.82,Female,Bilinga
2023-01,Cheeta,Grooming,3.4,Female,Bilinga
2023-01,Cheeta,Human Interaction,1.02,Female,Bilinga
2023-01,Cheeta,Inactivity,42.52,Female,Bilinga
2023-01,Cheeta,Locomotion,8.84,Female,Bilinga
2023-01,Cheeta,Self directed,2.04,Female,Bilinga
2023-01,Coco,Abnormal,2.56,Female,Bilinga
2023-01,Coco,Affiliative,1.71,Female,Bilinga
2023-01,Coco,Alimentation,46.15,Female,Bilinga
2023-01,Coco,Grooming,12.82,Female,Bilinga
2023-01,Coco,Human Interaction,1.28,Female,Bilinga
2023-01,Coco,Inactivity,25.64,Female,Bilinga
2023-01,Coco,Locomotion,8.97,Female,Bilinga
2023-01,Coco,Self directed,0.85,Female,Bilinga
2023-01,Juanito,Abnormal,0.68,Male,Mutamba
2023-01,Juanito,Affiliative,2.73,Male,Mutamba
2023-01,Juanito,Agonistic,0.23,Male,Mutamba
2023-01,Juanito,Alimentation,35.65,Male,Mutamba
2023-01,Juanito,Grooming,21.07,Male,Mutamba
2023-01,Juanito,Inactivity,29.84,Male,Mutamba
2023-01,Juanito,Locomotion,7.97,Male,Mutamba
2023-01,Juanito,Manipulation,0.46,Male,Mutamba
2023-01,Juanito,Self directed,1.14,Male,Mutamba
2023-01,Juanito,Socio Sexual,0.23,Male,Mutamba
2023-01,Marco,Abnormal,0.36,Male,Mutamba
2023-01,Marco,Affiliative,2.75,Male,Mutamba
2023-01,Marco,Alimentation,40.6,Male,Mutamba
2023-01,Marco,Grooming,7.54,Male,Mutamba
2023-01,Marco,Human Interaction,0.12,Male,Mutamba
2023-01,Marco,Inactivity,25.99,Male,Mutamba
2023-01,Marco,Locomotion,21.56,Male,Mutamba
2023-01,Marco,Manipulation,0.12,Male,Mutamba
2023-01,Marco,Self directed,0.72,Male,Mutamba
2023-01,Marco,Socio Sexual,0.24,Male,Mutamba
2023-01,Nico,Abnormal,0.81,Male,Bilinga
2023-01,Nico,Affiliative,0.81,Male,Bilinga
2023-01,Nico,Alimentation,53.44,Male,Bilinga
2023-01,Nico,Grooming,8.1,Male,Bilinga
2023-01,Nico,Human Interaction,2.83,Male,Bilinga
2023-01,Nico,Inactivity,25.1,Male,Bilinga
2023-01,Nico,Locomotion,7.69,Male,Bilinga
2023-01,Nico,Self directed,1.21,Male,Bilinga
2023-01,Tico,Affiliative,0.22,Male,Bilinga
2023-01,Tico,Alimentation,26.54,Male,Bilinga
2023-01,Tico,Human Interaction,0.22,Male,Bilinga
2023-01,Tico,Inactivity,65.57,Male,Bilinga
2023-01,Tico,Locomotion,3.51,Male,Bilinga
2023-01,Tico,Manipulation,0.22,Male,Bilinga
2023-01,Tico,Self directed,3.29,Male,Bilinga
2023-01,Tico,Solitary Play,0.44,Male,Bilinga
2023-01,Tom,Alimentation,22.62,Male,Bilinga
2023-01,Tom,Human Interaction,3.57,Male,Bilinga
2023-01,Tom,Inactivity,61.9,Male,Bilinga
2023-01,Tom,Locomotion,10.71,Male,Bilinga
2023-01,Tom,Self directed,1.19,Male,Bilinga
2023-01,Victor,Abnormal,3.72,Male,Bilinga
2023-01,Victor,Affiliative,0.27,Male,Bilinga
2023-01,Victor,Alimentation,52.93,Male,Bilinga
2023-01,Victor,Inactivity,38.56,Male,Bilinga
2023-01,Victor,Locomotion,3.19,Male,Bilinga
2023-01,Victor,Self directed,1.33,Male,Bilinga
2023-01,Waty,Abnormal,0.72,Female,Mutamba
2023-01,Waty,Affiliative,2.88,Female,Mutamba
2023-01,Waty,Alimentation,20.43,Female,Mutamba
2023-01,Waty,Grooming,23.44,Female,Mutamba
2023-01,Waty,Human Interaction,0.48,Female,Mutamba
2023-01,Waty,Inactivity,41.71,Female,Mutamba
2023-01,Waty,Locomotion,8.77,Female,Mutamba
2023-01,Waty,Manipulation,0.12,Female,Mutamba
2023-01,Waty,Self directed,0.96,Female,Mutamba
2023-01,Waty,Socio Sexual,0.48,Female,Mutamba
2023-02,Africa,Abnormal,4.83,Female,Mutamba
2023-02,Africa,Affiliative,1.11,Female,Mutamba
2023-02,Africa,Alimentation,35.09,Female,Mutamba
2023-02,Africa,Grooming,10.94,Female,Mutamba
2023-02,Africa,Human Interaction,0.72,Female,Mutamba
2023-02,Africa,Inactivity,35.65,Female,Mutamba
2023-02,Africa,Locomotion,7.77,Female,Mutamba
2023-02,Africa,Manipulation,0.44,Female,Mutamba
2023-02,Africa,Self directed,3.16,Female,Mutamba
2023-02,Africa,Socio Sexual,0.28,Female,Mutamba
2023-02,Bongo,Abnormal,0.25,Male,Mutamba
2023-02,Bongo,Affiliative,2.68,Male,Mutamba
2023-02,Bongo,Agonistic,0.6,Male,Mutamba
2023-02,Bongo,Alimentation,20.95,Male,Mutamba
2023-02,Bongo,Grooming,9.63,Male,Mutamba
2023-02,Bongo,Human Interaction,0.7,Male,Mutamba
2023-02,Bongo,Inactivity,46.47,Male,Mutamba
2023-02,Bongo,Interaction other group,0.05,Male,Mutamba
2023-02,Bongo,Locomotion,17.38,Male,Mutamba
2023-02,Bongo,Self directed,1.24,Male,Mutamba
2023-02,Bongo,Socio Sexual,0.05,Male,Mutamba
2023-02,Cheeta,Abnormal,0.48,Female,Bilinga
2023-02,Cheeta,Affiliative,0.76,Female,Bilinga
2023-02,Cheeta,Alimentation,46.18,Female,Bilinga
2023-02,Cheeta,Grooming,1.91,Female,Bilinga
2023-02,Cheeta,Human Interaction,2.39,Female,Bilinga
2023-02,Cheeta,Inactivity,40.36,Female,Bilinga
2023-02,Cheeta,Locomotion,4.77,Female,Bilinga
2023-02,Cheeta,Self directed,3.05,Female,Bilinga
2023-02,Cheeta,Socio Sexual,0.1,Female,Bilinga
2023-02,Coco,Abnormal,4.66,Female,Bilinga
2023-02,Coco,Affiliative,1.26,Female,Bilinga
2023-02,Coco,Alimentation,52.77,Female,Bilinga
2023-02,Coco,Grooming,4.91,Female,Bilinga
2023-02,Coco,Human Interaction,2.9,Female,Bilinga
2023-02,Coco,Inactivity,25.44,Female,Bilinga
2023-02,Coco,Locomotion,6.8,Female,Bilinga
2023-02,Coco,Manipulation,0.25,Female,Bilinga
2023-02,Coco,Self directed,0.88,Female,Bilinga
2023-02,Coco,Socio Sexual,0.13,Female,Bilinga
2023-02,Juanito,Abnormal,0.43,Male,Mutamba
2023-02,Juanito,Affiliative,0.92,Male,Mutamba
2023-02,Juanito,Agonistic,0.24,Male,Mutamba
2023-02,Juanito,Alimentation,31.09,Male,Mutamba
2023-02,Juanito,Grooming,25.53,Male,Mutamba
2023-02,Juanito,Human Interaction,0.92,Male,Mutamba
2023-02,Juanito,Inactivity,29.99,Male,Mutamba
2023-02,Juanito,Interaction other group,0.12,Male,Mutamba
2023-02,Juanito,Locomotion,8.8,Male,Mutamba
2023-02,Juanito,Manipulation,0.12,Male,Mutamba
2023-02,Juanito,Self directed,1.59,Male,Mutamba
2023-02,Juanito,Socio Sexual,0.24,Male,Mutamba
2023-02,Marco,Abnormal,0.26,Male,Mutamba
2023-02,Marco,Affiliative,3.24,Male,Mutamba
2023-02,Marco,Agonistic,0.16,Male,Mutamba
2023-02,Marco,Alimentation,40.85,Male,Mutamba
2023-02,Marco,Grooming,10.83,Male,Mutamba
2023-02,Marco,Human Interaction,0.31,Male,Mutamba
2023-02,Marco,Inactivity,26.52,Male,Mutamba
2023-02,Marco,Locomotion,16.89,Male,Mutamba
2023-02,Marco,Manipulation,0.21,Male,Mutamba
2023-02,Marco,Self directed,0.58,Male,Mutamba
2023-02,Marco,Socio Sexual,0.16,Male,Mutamba
2023-02,Nico,Abnormal,0.39,Male,Bilinga
2023-02,Nico,Affiliative,0.29,Male,Bilinga
2023-02,Nico,Alimentation,60.7,Male,Bilinga
2023-02,Nico,Grooming,2.9,Male,Bilinga
2023-02,Nico,Human Interaction,2.52,Male,Bilinga
2023-02,Nico,Inactivity,27.78,Male,Bilinga
